iter	Logloss
0	0.665489624
1	0.6400895386
2	0.6215095825
3	0.5966790771
4	0.5783068848
5	0.5568754883
6	0.5367107544
7	0.5198076172
8	0.5023078613
9	0.4833477783
10	0.4684333496
11	0.4543399048
12	0.441604248
13	0.4257583008
14	0.4131192932
15	0.3964849243
16	0.3820241089
17	0.3707840881
18	0.359644104
19	0.3476976318
20	0.336554657
21	0.3280874634
22	0.3160529785
23	0.3083407898
24	0.2994127808
25	0.2904213562
26	0.2821313782
27	0.2746599731
28	0.2679017029
29	0.2599575195
30	0.2527496643
31	0.2457694702
32	0.2372221985
33	0.2323823547
34	0.2251329346
35	0.2188751221
36	0.2143278351
37	0.208507782
38	0.2016434631
39	0.1966741333
40	0.1917958374
41	0.1874412231
42	0.183567688
43	0.1782265015
44	0.1751096039
45	0.170272644
46	0.16570578
47	0.1625451813
48	0.1588554382
49	0.1563318787
50	0.151765976
51	0.1479386597
52	0.1448280334
53	0.1421225891
54	0.1392986298
55	0.1370233612
56	0.1346171417
57	0.1310719147
58	0.1289346619
59	0.1264575348
60	0.1240891342
61	0.1216231079
62	0.1193752441
63	0.1169065247
64	0.1153313065
65	0.1136401443
66	0.112128418
67	0.1100848083
68	0.1075762177
69	0.1059933777
70	0.1037563248
71	0.1023051147
72	0.1001588593
73	0.09895730591
74	0.09765274048
75	0.09612266541
76	0.09484117889
77	0.09388578796
78	0.09221956635
79	0.09040292358
80	0.08942653656
81	0.08812485504
82	0.08726586914
83	0.08623632812
84	0.08534445953
85	0.08418382263
86	0.08290216064
87	0.081896698
88	0.08096284485
89	0.07977197266
90	0.07911427307
91	0.07795270538
92	0.07712241364
93	0.07662251282
94	0.0757868576
95	0.07503835297
96	0.07438387299
97	0.07362232208
98	0.07264199066
99	0.07214092255
100	0.0711006546
101	0.07048667145
102	0.06976679993
103	0.06885293579
104	0.0681884613
105	0.06751512146
106	0.06719386292
107	0.06635533142
108	0.06582534027
109	0.0654395752
110	0.06482943726
111	0.06401100159
112	0.06362384033
113	0.06333109665
114	0.06287779236
115	0.06229519653
116	0.06178497314
117	0.06117504883
118	0.06084062958
119	0.0600311203
120	0.05935020447
121	0.05890193176
122	0.05855264664
123	0.05817180634
124	0.05775315094
125	0.0573515625
126	0.05707898712
127	0.05664416885
128	0.05621910858
129	0.05566357422
130	0.05506142044
131	0.05452617645
132	0.05379702759
133	0.05347226334
134	0.05340906143
135	0.05323412323
136	0.05307357788
137	0.05282715607
138	0.05258827209
139	0.05216536713
140	0.05171382904
141	0.05144091415
142	0.05115992355
143	0.05068427658
144	0.05065245056
145	0.05040660095
146	0.05019897842
147	0.04983778381
148	0.04960435486
149	0.04927682495
150	0.04896686554
151	0.04857505417
152	0.04828942108
153	0.04799606705
154	0.04761691284
155	0.04746380997
156	0.04728065109
157	0.04696695328
158	0.04672463608
159	0.04649991226
160	0.04627809906
161	0.0461890564
162	0.04617008209
163	0.04588393021
164	0.04561035538
165	0.04546405792
166	0.04527692032
167	0.04514728928
168	0.04478286743
169	0.04458320236
170	0.04410661316
171	0.04391947174
172	0.04380778503
173	0.04358821487
174	0.04353132629
175	0.04322958374
176	0.04301335144
177	0.04282798004
178	0.04261000061
179	0.0424681778
180	0.0420704422
181	0.04194200134
182	0.04178761292
183	0.04163421631
184	0.0412677536
185	0.0408654213
186	0.0406272049
187	0.04042223358
188	0.04019171906
189	0.04005197525
190	0.03982307434
191	0.03959771347
192	0.03949665833
193	0.03945937347
194	0.03934831619
195	0.03924979019
196	0.03910409927
197	0.0390560112
198	0.03877043915
199	0.0385692749
200	0.0384225769
201	0.038182724
202	0.03805757141
203	0.0379209404
204	0.03773244476
205	0.03758441162
206	0.03736745453
207	0.03719021606
208	0.03703301239
209	0.03694894409
210	0.03670336914
211	0.03654624557
212	0.03634623718
213	0.0362784462
214	0.03618598938
215	0.03596731567
216	0.03582513809
217	0.03561025238
218	0.0355018425
219	0.03528540039
220	0.03522045898
221	0.03515364075
222	0.03500318146
223	0.0348224144
224	0.03472115326
225	0.03439579391
226	0.03429524994
227	0.03426448059
228	0.03420639038
229	0.03402277756
230	0.03389646149
231	0.03376535034
232	0.03361348343
233	0.03351836777
234	0.03349167252
235	0.03332585144
236	0.03320927429
237	0.03317623901
238	0.03305639648
239	0.03303775024
240	0.03280168915
241	0.03269617844
242	0.03251378632
243	0.03236223602
244	0.03227757263
245	0.03213258362
246	0.03211661911
247	0.03194108391
248	0.03178573418
249	0.03169371033
250	0.03150689888
251	0.03141636658
252	0.0312808342
253	0.03106425858
254	0.0308034153
255	0.03068291664
256	0.03062841606
257	0.03049757385
258	0.03037553024
259	0.03036215973
260	0.03030921173
261	0.03018883896
262	0.02997212982
263	0.02988866806
264	0.02960223007
265	0.02951828003
266	0.02950340652
267	0.02948687744
268	0.02930788994
269	0.02916783524
270	0.02902907181
271	0.02894225693
272	0.02873033524
273	0.02855235672
274	0.02843305588
275	0.02821360016
276	0.02806047058
277	0.02802840614
278	0.02795089722
279	0.02773002243
280	0.02756591225
281	0.02750946236
282	0.02744641685
283	0.0274289856
284	0.02730258751
285	0.02719672585
286	0.02716003036
287	0.0271205101
288	0.02707905769
289	0.02701548576
290	0.02676754761
291	0.02664995575
292	0.02663520432
293	0.02649428558
294	0.02638696861
295	0.02632212067
296	0.02615025711
297	0.02602406311
298	0.02595698929
299	0.02592969894
300	0.025834095
301	0.0258136673
302	0.02565302277
303	0.02559791565
304	0.02552639961
305	0.02547091103
306	0.02535967827
307	0.02526331139
308	0.02513767624
309	0.02507095909
310	0.02490781021
311	0.02479987907
312	0.02472882271
313	0.02467037964
314	0.02459743881
315	0.02446469498
316	0.02439713287
317	0.02438494873
318	0.02427168846
319	0.02414539909
320	0.0240890789
321	0.02401107407
322	0.02396386337
323	0.0238191185
324	0.02374155426
325	0.02362579346
326	0.02357354736
327	0.02347748184
328	0.02336200333
329	0.02322472763
330	0.02300111961
331	0.02288928986
332	0.02282378769
333	0.02279413986
334	0.02272219849
335	0.0226257782
336	0.02257195854
337	0.02248342896
338	0.0223777504
339	0.02232891083
340	0.02229315186
341	0.02227666092
342	0.02226726913
343	0.02225301361
344	0.0222201767
345	0.02215442848
346	0.02204262161
347	0.02198052216
348	0.02189345741
349	0.02186636353
350	0.02184451103
351	0.02177910614
352	0.02166266441
353	0.02158862686
354	0.02152739525
355	0.0214199295
356	0.0213546257
357	0.02134577179
358	0.02124078751
359	0.0211860981
360	0.02108556747
361	0.02103674698
362	0.02101027298
363	0.02092310715
364	0.02084269714
365	0.02074809265
366	0.02073772812
367	0.02068531418
368	0.02061289024
369	0.02060162163
370	0.02057483292
371	0.02053292465
372	0.02048699188
373	0.02043972015
374	0.02042250061
375	0.02036668968
376	0.0203350029
377	0.02023208237
378	0.02016975594
379	0.0201228447
380	0.02007963562
381	0.02001153946
382	0.01994425774
383	0.01984999084
384	0.01976908112
385	0.01975722122
386	0.01967746544
387	0.01964810562
388	0.01954552841
389	0.01946751976
390	0.0193577652
391	0.01932048225
392	0.01931350136
393	0.01925115776
394	0.01920032883
395	0.01915884399
396	0.01909545517
397	0.01906105042
398	0.01901523399
399	0.01898122597
400	0.01897213364
401	0.01892148209
402	0.01886530495
403	0.01884789658
404	0.01875849915
405	0.01871725082
406	0.01866091919
407	0.01865102386
408	0.01856841087
409	0.0184448185
410	0.01838189316
411	0.01835726547
412	0.01828894424
413	0.01824790764
414	0.01817946053
415	0.01809456253
416	0.01800011635
417	0.01795998764
418	0.01790114212
419	0.01787310219
420	0.0178163662
421	0.0178131752
422	0.01777013397
423	0.0177539444
424	0.01768638229
425	0.01766376495
426	0.01758408737
427	0.01757468033
428	0.01752754402
429	0.01747642136
430	0.01742542267
431	0.01737509155
432	0.01722746086
433	0.01722167397
434	0.01719261169
435	0.01711678314
436	0.01702331543
437	0.01701422882
438	0.01700763512
439	0.01697668076
440	0.01695417595
441	0.01694882584
442	0.01693013
443	0.01692320633
444	0.01687919426
445	0.01683360672
446	0.01679883194
447	0.01675183868
448	0.01673423386
449	0.01672555733
450	0.01669158936
451	0.01664363289
452	0.01657598114
453	0.01655535507
454	0.01647281647
455	0.0164499073
456	0.01639044571
457	0.01628534508
458	0.01624969864
459	0.01617684555
460	0.01613754272
461	0.01606484222
462	0.01605926704
463	0.01599792004
